,Year,Month,State,County,Rate
462891,1997,July,California,Santa Clara County,3.3
462892,1997,July,California,Tulare County,14.1
462893,1997,July,California,Shasta County,8.7
462894,1997,July,California,Santa Barbara County,4.5
462895,1997,July,California,Monterey County,7.2
462896,1997,July,California,Tuolumne County,8.1
462897,1997,July,California,Sutter County,11.4
462898,1997,July,California,Butte County,9.1
462899,1997,July,California,Kern County,11.1
462900,1997,July,California,Napa County,5.4
462901,1997,July,California,Mendocino County,7.0
462902,1997,July,California,Plumas County,6.9
451497,1997,June,California,Humboldt County,7.1
451498,1997,June,California,Sonoma County,3.9
451499,1997,June,California,San Luis Obispo County,4.6
451500,1997,June,California,Glenn County,14.7
451501,1997,June,California,Nevada County,6.4
451502,1997,June,California,Yolo County,5.1
451503,1997,June,California,Sacramento County,5.9
451504,1997,June,California,Fresno County,12.6
451505,1997,June,California,Calaveras County,8.8
451506,1997,June,California,Marin County,3.0
451507,1997,June,California,Lassen County,8.2
451508,1997,June,California,Contra Costa County,4.4
451509,1997,June,California,Yuba County,13.4
451510,1997,June,California,Del Norte County,8.9
451511,1997,June,California,San Mateo County,2.9
451512,1997,June,California,Mono County,15.4
451513,1997,June,California,Merced County,14.6
451514,1997,June,California,Santa Cruz County,6.0
451515,1997,June,California,Ventura County,6.1
451516,1997,June,California,Placer County,4.8
451517,1997,June,California,Inyo County,7.5
451518,1997,June,California,Stanislaus County,13.6
451519,1997,June,California,Orange County,3.4
451520,1997,June,California,Trinity County,11.4
451521,1997,June,California,Alpine County,17.1
451522,1997,June,California,Madera County,13.1
451523,1997,June,California,Imperial County,24.8
451524,1997,June,California,Kings County,12.5
451525,1997,June,California,Mariposa County,7.2
451526,1997,June,California,San Benito County,10.8
451527,1997,June,California,Lake County,10.5
451528,1997,June,California,El Dorado County,5.3
451529,1997,June,California,Solano County,6.8
451530,1997,June,California,Los Angeles County,6.8
451531,1997,June,California,San Diego County,4.5
451532,1997,June,California,Alameda County,4.7
451533,1997,June,California,Colusa County,12.9
451534,1997,June,California,Sierra County,7.4
451535,1997,June,California,Tehama County,9.8
451536,1997,June,California,Modoc County,9.3
451537,1997,June,California,Amador County,5.9
451538,1997,June,California,San Joaquin County,10.9
451539,1997,June,California,Siskiyou County,9.9
451540,1997,June,California,Riverside County,7.3
451541,1997,June,California,San Francisco County,4.4
451542,1997,June,California,San Bernardino County,7.0
451543,1997,June,California,Santa Clara County,3.2
451544,1997,June,California,Tulare County,14.0
451545,1997,June,California,Shasta County,8.8
451546,1997,June,California,Santa Barbara County,4.2
451547,1997,June,California,Monterey County,7.4
451548,1997,June,California,Tuolumne County,8.4
451549,1997,June,California,Sutter County,14.7
451550,1997,June,California,Butte County,9.6
451551,1997,June,California,Kern County,12.1
451552,1997,June,California,Napa County,4.4
451553,1997,June,California,Mendocino County,7.1
451554,1997,June,California,Plumas County,7.5
440213,1997,March,California,Humboldt County,8.5
440214,1997,March,California,Sonoma County,4.2
440215,1997,March,California,San Luis Obispo County,5.2
440216,1997,March,California,Glenn County,15.2
440217,1997,March,California,Nevada County,7.1
440218,1997,March,California,Yolo County,7.3
440219,1997,March,California,Sacramento County,5.9
440220,1997,March,California,Fresno County,16.6
440221,1997,March,California,Calaveras County,10.1
440222,1997,March,California,Marin County,3.0
440223,1997,March,California,Lassen County,13.6
440224,1997,March,California,Contra Costa County,4.4
440225,1997,March,California,Yuba County,15.7
440226,1997,March,California,Del Norte County,12.3
440227,1997,March,California,San Mateo County,2.9
440228,1997,March,California,Mono County,7.2
440229,1997,March,California,Merced County,20.0
440230,1997,March,California,Santa Cruz County,10.7
440231,1997,March,California,Ventura County,6.0
440232,1997,March,California,Placer County,5.2
440233,1997,March,California,Inyo County,9.0
440234,1997,March,California,Stanislaus County,15.9
440235,1997,March,California,Orange County,3.4
440236,1997,March,California,Trinity County,18.2
440237,1997,March,California,Alpine County,6.8
440238,1997,March,California,Madera County,17.5
440239,1997,March,California,Imperial County,23.0
440240,1997,March,California,Kings County,16.1
440241,1997,March,California,Mariposa County,16.3
440242,1997,March,California,San Benito County,14.8
440243,1997,March,California,Lake County,13.0
440244,1997,March,California,El Dorado County,6.2
440245,1997,March,California,Solano County,7.2
440246,1997,March,California,Los Angeles County,7.3
440247,1997,March,California,San Diego County,4.6
440248,1997,March,California,Alameda County,4.6
440249,1997,March,California,Colusa County,23.7
440250,1997,March,California,Sierra County,17.3
440251,1997,March,California,Tehama County,10.9
440252,1997,March,California,Modoc County,15.6
440253,1997,March,California,Amador County,6.9
440254,1997,March,California,San Joaquin County,12.4
440255,1997,March,California,Siskiyou County,15.6
440256,1997,March,California,Riverside County,7.2
440257,1997,March,California,San Francisco County,4.0
440258,1997,March,California,San Bernardino County,6.6
440259,1997,March,California,Santa Clara County,3.3
440260,1997,March,California,Tulare County,18.5
440261,1997,March,California,Shasta County,11.1
440262,1997,March,California,Santa Barbara County,6.1
440263,1997,March,California,Monterey County,16.0
440264,1997,March,California,Tuolumne County,10.3
440265,1997,March,California,Sutter County,20.1
440266,1997,March,California,Butte County,9.9
440267,1997,March,California,Kern County,15.2
440268,1997,March,California,Napa County,5.5
440269,1997,March,California,Mendocino County,10.6
440270,1997,March,California,Plumas County,16.7
445855,1997,May,California,Humboldt County,6.7
445856,1997,May,California,Sonoma County,3.6
445857,1997,May,California,San Luis Obispo County,3.9
445858,1997,May,California,Glenn County,13.6
445859,1997,May,California,Nevada County,6.2
445860,1997,May,California,Yolo County,4.9
445861,1997,May,California,Sacramento County,5.4
445862,1997,May,California,Fresno County,11.9
445863,1997,May,California,Calaveras County,8.4
445864,1997,May,California,Marin County,2.7
445865,1997,May,California,Lassen County,8.5
445866,1997,May,California,Contra Costa County,4.1
445867,1997,May,California,Yuba County,12.2
445868,1997,May,California,Del Norte County,8.9
445869,1997,May,California,San Mateo County,2.6
445870,1997,May,California,Mono County,16.9
445871,1997,May,California,Merced County,14.9
445872,1997,May,California,Santa Cruz County,6.0
445873,1997,May,California,Ventura County,5.5
445874,1997,May,California,Placer County,4.7
445875,1997,May,California,Inyo County,7.0
445876,1997,May,California,Stanislaus County,13.7
445877,1997,May,California,Orange County,3.2
445878,1997,May,California,Trinity County,11.7
445879,1997,May,California,Alpine County,19.5
445880,1997,May,California,Madera County,12.3
445881,1997,May,California,Imperial County,22.3
445882,1997,May,California,Kings County,11.7
445883,1997,May,California,Mariposa County,7.5
445884,1997,May,California,San Benito County,11.5
445885,1997,May,California,Lake County,10.4
445886,1997,May,California,El Dorado County,5.5
445887,1997,May,California,Solano County,6.5
445888,1997,May,California,Los Angeles County,6.7
445889,1997,May,California,San Diego County,4.1
445890,1997,May,California,Alameda County,4.3
445891,1997,May,California,Colusa County,12.8
445892,1997,May,California,Sierra County,9.6
445893,1997,May,California,Tehama County,8.7
445894,1997,May,California,Modoc County,10.7
445895,1997,May,California,Amador County,6.2
445896,1997,May,California,San Joaquin County,9.8
445897,1997,May,California,Siskiyou County,10.2
445898,1997,May,California,Riverside County,6.4
445899,1997,May,California,San Francisco County,3.9
445900,1997,May,California,San Bernardino County,6.3
445901,1997,May,California,Santa Clara County,3.0
445902,1997,May,California,Tulare County,11.5
445903,1997,May,California,Shasta County,8.4
445904,1997,May,California,Santa Barbara County,4.0
445905,1997,May,California,Monterey County,7.9
445906,1997,May,California,Tuolumne County,8.2
445907,1997,May,California,Sutter County,15.5
445908,1997,May,California,Butte County,8.2
445909,1997,May,California,Kern County,10.4
445910,1997,May,California,Napa County,4.2
445911,1997,May,California,Mendocino County,7.0
445912,1997,May,California,Plumas County,8.6
465666,1997,November,California,Humboldt County,7.0
465667,1997,November,California,Sonoma County,3.3
465668,1997,November,California,San Luis Obispo County,4.6
465669,1997,November,California,Glenn County,12.1
465670,1997,November,California,Nevada County,5.5
465671,1997,November,California,Yolo County,6.0
465672,1997,November,California,Sacramento County,4.9
465673,1997,November,California,Fresno County,14.4
465674,1997,November,California,Calaveras County,8.7
465675,1997,November,California,Marin County,2.5
465676,1997,November,California,Lassen County,7.1
465677,1997,November,California,Contra Costa County,3.6
465678,1997,November,California,Yuba County,11.5
465679,1997,November,California,Del Norte County,11.5
465680,1997,November,California,San Mateo County,2.2
465681,1997,November,California,Mono County,13.2
465682,1997,November,California,Merced County,15.6
465683,1997,November,California,Santa Cruz County,7.4
465684,1997,November,California,Ventura County,6.9
465685,1997,November,California,Placer County,4.1
465686,1997,November,California,Inyo County,8.2
465687,1997,November,California,Stanislaus County,12.7
465688,1997,November,California,Orange County,2.8
465689,1997,November,California,Trinity County,13.8
465690,1997,November,California,Alpine County,8.9
465691,1997,November,California,Madera County,15.4
465692,1997,November,California,Imperial County,27.0
465693,1997,November,California,Kings County,12.5
465694,1997,November,California,Mariposa County,7.9
465695,1997,November,California,San Benito County,10.1
465696,1997,November,California,Lake County,10.1
465697,1997,November,California,El Dorado County,4.8
465698,1997,November,California,Solano County,5.7
465699,1997,November,California,Los Angeles County,6.1
465700,1997,November,California,San Diego County,3.6
465701,1997,November,California,Alameda County,3.8
465702,1997,November,California,Colusa County,24.2
465703,1997,November,California,Sierra County,8.9
465704,1997,November,California,Tehama County,8.5
465705,1997,November,California,Modoc County,11.6
465706,1997,November,California,Amador County,5.6
465707,1997,November,California,San Joaquin County,11.0
465708,1997,November,California,Siskiyou County,11.3
465709,1997,November,California,Riverside County,6.9
465710,1997,November,California,San Francisco County,3.7
465711,1997,November,California,San Bernardino County,5.6
465712,1997,November,California,Santa Clara County,2.6
465713,1997,November,California,Tulare County,16.9
465714,1997,November,California,Shasta County,8.4
465715,1997,November,California,Santa Barbara County,5.1
465716,1997,November,California,Monterey County,10.3
465717,1997,November,California,Tuolumne County,7.9
465718,1997,November,California,Sutter County,16.2
465719,1997,November,California,Butte County,7.9
465720,1997,November,California,Kern County,12.8
465721,1997,November,California,Napa County,5.5
465722,1997,November,California,Mendocino County,7.7
465723,1997,November,California,Plumas County,9.1
437392,1997,October,California,Humboldt County,6.4
437393,1997,October,California,Sonoma County,3.2
437394,1997,October,California,San Luis Obispo County,4.2
437395,1997,October,California,Glenn County,9.6
437396,1997,October,California,Nevada County,5.1
437397,1997,October,California,Yolo County,5.0
437398,1997,October,California,Sacramento County,5.2
437399,1997,October,California,Fresno County,13.7
437400,1997,October,California,Calaveras County,7.8
437401,1997,October,California,Marin County,2.7
437402,1997,October,California,Lassen County,6.0
437403,1997,October,California,Contra Costa County,3.8
437404,1997,October,California,Yuba County,10.7
437405,1997,October,California,Del Norte County,9.1
437406,1997,October,California,San Mateo County,2.4
437407,1997,October,California,Mono County,12.0
437408,1997,October,California,Merced County,13.1
437409,1997,October,California,Santa Cruz County,6.0
437410,1997,October,California,Ventura County,6.7
437411,1997,October,California,Placer County,4.0
437412,1997,October,California,Inyo County,7.5
437413,1997,October,California,Stanislaus County,12.0
437414,1997,October,California,Orange County,3.1
437415,1997,October,California,Trinity County,10.4
437416,1997,October,California,Alpine County,12.1
437417,1997,October,California,Madera County,12.0
437418,1997,October,California,Imperial County,28.5
437419,1997,October,California,Kings County,12.2
437420,1997,October,California,Mariposa County,6.5
437421,1997,October,California,San Benito County,8.6
437422,1997,October,California,Lake County,9.3
437423,1997,October,California,El Dorado County,4.8
437424,1997,October,California,Solano County,5.7
437425,1997,October,California,Los Angeles County,6.3
437426,1997,October,California,San Diego County,3.9
437427,1997,October,California,Alameda County,4.2
437428,1997,October,California,Colusa County,16.9
437429,1997,October,California,Sierra County,5.5
437430,1997,October,California,Tehama County,7.2
437431,1997,October,California,Modoc County,9.2
437432,1997,October,California,Amador County,4.8
437433,1997,October,California,San Joaquin County,9.6
437434,1997,October,California,Siskiyou County,8.8
437435,1997,October,California,Riverside County,7.7
437436,1997,October,California,San Francisco County,4.0
437437,1997,October,California,San Bernardino County,6.1
437438,1997,October,California,Santa Clara County,2.8
437439,1997,October,California,Tulare County,15.9
437440,1997,October,California,Shasta County,7.6
437441,1997,October,California,Santa Barbara County,4.6
437442,1997,October,California,Monterey County,6.9
437443,1997,October,California,Tuolumne County,7.2
437444,1997,October,California,Sutter County,12.2
437445,1997,October,California,Butte County,6.7
437446,1997,October,California,Kern County,12.3
437447,1997,October,California,Napa County,5.3
437448,1997,October,California,Mendocino County,6.0
437449,1997,October,California,Plumas County,6.3
454318,1997,September,California,Humboldt County,6.4
454319,1997,September,California,Sonoma County,3.5
454320,1997,September,California,San Luis Obispo County,4.6
454321,1997,September,California,Glenn County,9.8
454322,1997,September,California,Nevada County,5.6
454323,1997,September,California,Yolo County,4.2
454324,1997,September,California,Sacramento County,5.5
454325,1997,September,California,Fresno County,10.7
454326,1997,September,California,Calaveras County,8.1
454327,1997,September,California,Marin County,3.1
454328,1997,September,California,Lassen County,6.5
454329,1997,September,California,Contra Costa County,4.2
454330,1997,September,California,Yuba County,11.8
454331,1997,September,California,Del Norte County,8.4
454332,1997,September,California,San Mateo County,2.7
454333,1997,September,California,Mono County,10.9
454334,1997,September,California,Merced County,10.6
454335,1997,September,California,Santa Cruz County,5.4
454336,1997,September,California,Ventura County,7.7
454337,1997,September,California,Placer County,4.3
454338,1997,September,California,Inyo County,7.6
454339,1997,September,California,Stanislaus County,10.0
454340,1997,September,California,Orange County,3.5
454341,1997,September,California,Trinity County,9.3
454342,1997,September,California,Alpine County,13.5
454343,1997,September,California,Madera County,8.3
454344,1997,September,California,Imperial County,33.4
454345,1997,September,California,Kings County,10.5
454346,1997,September,California,Mariposa County,6.0
454347,1997,September,California,San Benito County,7.6
454348,1997,September,California,Lake County,9.3
454349,1997,September,California,El Dorado County,4.9
454350,1997,September,California,Solano County,6.0
454351,1997,September,California,Los Angeles County,6.7
454352,1997,September,California,San Diego County,4.4
454353,1997,September,California,Alameda County,4.7
454354,1997,September,California,Colusa County,10.6
454355,1997,September,California,Sierra County,5.1
454356,1997,September,California,Tehama County,7.8
454357,1997,September,California,Modoc County,8.1
454358,1997,September,California,Amador County,5.0
454359,1997,September,California,San Joaquin County,8.5
454360,1997,September,California,Siskiyou County,9.8
454361,1997,September,California,Riverside County,8.7
454362,1997,September,California,San Francisco County,4.5
454363,1997,September,California,San Bernardino County,6.6
454364,1997,September,California,Santa Clara County,3.1
454365,1997,September,California,Tulare County,13.8
454366,1997,September,California,Shasta County,7.9
454367,1997,September,California,Santa Barbara County,4.5
454368,1997,September,California,Monterey County,6.4
454369,1997,September,California,Tuolumne County,7.5
454370,1997,September,California,Sutter County,10.2
454371,1997,September,California,Butte County,7.3
454372,1997,September,California,Kern County,10.7
454373,1997,September,California,Napa County,4.0
454374,1997,September,California,Mendocino County,6.0
454375,1997,September,California,Plumas County,6.6
558951,1998,April,California,Humboldt County,7.5
558952,1998,April,California,Sonoma County,3.3
558953,1998,April,California,San Luis Obispo County,4.2
558954,1998,April,California,Glenn County,13.9
558955,1998,April,California,Nevada County,5.6
558956,1998,April,California,Yolo County,5.8
558957,1998,April,California,Sacramento County,4.8
558958,1998,April,California,Fresno County,15.2
558959,1998,April,California,Calaveras County,9.1
558960,1998,April,California,Marin County,2.2
558961,1998,April,California,Lassen County,10.6
558962,1998,April,California,Contra Costa County,3.5
558963,1998,April,California,Yuba County,15.0
558964,1998,April,California,Del Norte County,10.6
558965,1998,April,California,San Mateo County,2.3
558966,1998,April,California,Mono County,5.8
558967,1998,April,California,Merced County,16.8
558968,1998,April,California,Santa Cruz County,8.5
558969,1998,April,California,Ventura County,4.3
558970,1998,April,California,Placer County,4.0
558971,1998,April,California,Inyo County,7.2
558972,1998,April,California,Stanislaus County,13.1
558973,1998,April,California,Orange County,2.6
558974,1998,April,California,Trinity County,14.8
558975,1998,April,California,Alpine County,6.2
558976,1998,April,California,Madera County,14.8
558977,1998,April,California,Imperial County,23.8
558978,1998,April,California,Kings County,13.5
558979,1998,April,California,Mariposa County,7.5
558980,1998,April,California,San Benito County,12.1
558981,1998,April,California,Lake County,10.1
558982,1998,April,California,El Dorado County,5.0
558983,1998,April,California,Solano County,5.5
558984,1998,April,California,Los Angeles County,6.1
558985,1998,April,California,San Diego County,3.2
558986,1998,April,California,Alameda County,3.8
558987,1998,April,California,Colusa County,21.0
558988,1998,April,California,Sierra County,14.8
558989,1998,April,California,Tehama County,8.8
558990,1998,April,California,Modoc County,12.8
558991,1998,April,California,Amador County,5.8
558992,1998,April,California,San Joaquin County,10.8
558993,1998,April,California,Siskiyou County,12.9
558994,1998,April,California,Riverside County,5.8
558995,1998,April,California,San Francisco County,3.4
558996,1998,April,California,San Bernardino County,5.2
558997,1998,April,California,Santa Clara County,2.8
558998,1998,April,California,Tulare County,15.4
558999,1998,April,California,Shasta County,9.5
559000,1998,April,California,Santa Barbara County,4.2
559001,1998,April,California,Monterey County,11.1
559002,1998,April,California,Tuolumne County,8.6
559003,1998,April,California,Sutter County,19.0
559004,1998,April,California,Butte County,8.7
559005,1998,April,California,Kern County,12.3
559006,1998,April,California,Napa County,3.9
559007,1998,April,California,Mendocino County,8.4
559008,1998,April,California,Plumas County,12.2
544846,1998,August,California,Humboldt County,6.5
544847,1998,August,California,Sonoma County,3.4
544848,1998,August,California,San Luis Obispo County,4.2
544849,1998,August,California,Glenn County,12.8
544850,1998,August,California,Nevada County,4.8
544851,1998,August,California,Yolo County,4.1
544852,1998,August,California,Sacramento County,5.0
544853,1998,August,California,Fresno County,11.3
544854,1998,August,California,Calaveras County,7.5
544855,1998,August,California,Marin County,2.4
544856,1998,August,California,Lassen County,6.9
544857,1998,August,California,Contra Costa County,3.7
544858,1998,August,California,Yuba County,11.8
544859,1998,August,California,Del Norte County,9.4
544860,1998,August,California,San Mateo County,2.7
544861,1998,August,California,Mono County,8.1
544862,1998,August,California,Merced County,11.7
544863,1998,August,California,Santa Cruz County,5.2
544864,1998,August,California,Ventura County,6.6
544865,1998,August,California,Placer County,3.7
544866,1998,August,California,Inyo County,6.4
544867,1998,August,California,Stanislaus County,9.4
544868,1998,August,California,Orange County,3.1
544869,1998,August,California,Trinity County,9.5
544870,1998,August,California,Alpine County,12.5
544871,1998,August,California,Madera County,10.7
544872,1998,August,California,Imperial County,31.5
544873,1998,August,California,Kings County,10.9
544874,1998,August,California,Mariposa County,5.3
544875,1998,August,California,San Benito County,7.8
544876,1998,August,California,Lake County,8.3
544877,1998,August,California,El Dorado County,4.2
544878,1998,August,California,Solano County,5.2
544879,1998,August,California,Los Angeles County,6.9
544880,1998,August,California,San Diego County,3.8
544881,1998,August,California,Alameda County,4.6
544882,1998,August,California,Colusa County,11.7
544883,1998,August,California,Sierra County,7.3
544884,1998,August,California,Tehama County,7.8
544885,1998,August,California,Modoc County,7.9
544886,1998,August,California,Amador County,4.3
544887,1998,August,California,San Joaquin County,8.8
544888,1998,August,California,Siskiyou County,10.3
544889,1998,August,California,Riverside County,8.0
544890,1998,August,California,San Francisco County,4.1
544891,1998,August,California,San Bernardino County,6.0
544892,1998,August,California,Santa Clara County,3.6
544893,1998,August,California,Tulare County,13.7
544894,1998,August,California,Shasta County,7.7
544895,1998,August,California,Santa Barbara County,4.0
544896,1998,August,California,Monterey County,6.3
544897,1998,August,California,Tuolumne County,6.3
544898,1998,August,California,Sutter County,10.2
544899,1998,August,California,Butte County,7.9
544900,1998,August,California,Kern County,10.1
544901,1998,August,California,Napa County,3.5
544902,1998,August,California,Mendocino County,6.4
544903,1998,August,California,Plumas County,5.9
561772,1998,December,California,Humboldt County,6.8
561773,1998,December,California,Sonoma County,2.7
561774,1998,December,California,San Luis Obispo County,3.6
561775,1998,December,California,Glenn County,12.0
561776,1998,December,California,Nevada County,4.4
561777,1998,December,California,Yolo County,5.6
561778,1998,December,California,Sacramento County,4.0
561779,1998,December,California,Fresno County,13.7
561780,1998,December,California,Calaveras County,7.8
561781,1998,December,California,Marin County,1.9
561782,1998,December,California,Lassen County,9.9
561783,1998,December,California,Contra Costa County,2.9
561784,1998,December,California,Yuba County,12.2
561785,1998,December,California,Del Norte County,7.9
561786,1998,December,California,San Mateo County,1.9
561787,1998,December,California,Mono County,5.8
561788,1998,December,California,Merced County,14.8
561789,1998,December,California,Santa Cruz County,8.2
561790,1998,December,California,Ventura County,5.2
561791,1998,December,California,Placer County,3.3
561792,1998,December,California,Inyo County,7.2
561793,1998,December,California,Stanislaus County,11.1
561794,1998,December,California,Orange County,2.4
561795,1998,December,California,Trinity County,14.2
561796,1998,December,California,Alpine County,6.5
561797,1998,December,California,Madera County,13.4
561798,1998,December,California,Imperial County,22.9
561799,1998,December,California,Kings County,13.6
561800,1998,December,California,Mariposa County,9.3
561801,1998,December,California,San Benito County,9.5
561802,1998,December,California,Lake County,8.8
561803,1998,December,California,El Dorado County,4.3
561804,1998,December,California,Solano County,4.6
561805,1998,December,California,Los Angeles County,6.0
561806,1998,December,California,San Diego County,3.0
561807,1998,December,California,Alameda County,3.5
561808,1998,December,California,Colusa County,26.7
561809,1998,December,California,Sierra County,11.6
561810,1998,December,California,Tehama County,7.8
561811,1998,December,California,Modoc County,11.0
561812,1998,December,California,Amador County,5.3
561813,1998,December,California,San Joaquin County,10.2
561814,1998,December,California,Siskiyou County,13.0
561815,1998,December,California,Riverside County,5.3
561816,1998,December,California,San Francisco County,2.9
561817,1998,December,California,San Bernardino County,4.4
561818,1998,December,California,Santa Clara County,3.1
561819,1998,December,California,Tulare County,16.1
561820,1998,December,California,Shasta County,8.1
561821,1998,December,California,Santa Barbara County,4.6
561822,1998,December,California,Monterey County,14.5
561823,1998,December,California,Tuolumne County,7.3
561824,1998,December,California,Sutter County,15.9
561825,1998,December,California,Butte County,7.1
561826,1998,December,California,Kern County,12.0
561827,1998,December,California,Napa County,4.3
561828,1998,December,California,Mendocino County,8.2
561829,1998,December,California,Plumas County,12.1
536383,1998,February,California,Humboldt County,8.9
536384,1998,February,California,Sonoma County,4.1
536385,1998,February,California,San Luis Obispo County,4.4
536386,1998,February,California,Glenn County,17.3
536387,1998,February,California,Nevada County,6.5
536388,1998,February,California,Yolo County,7.5
536389,1998,February,California,Sacramento County,5.5
536390,1998,February,California,Fresno County,17.1
536391,1998,February,California,Calaveras County,11.2
536392,1998,February,California,Marin County,2.5
536393,1998,February,California,Lassen County,13.3
536394,1998,February,California,Contra Costa County,4.0
536395,1998,February,California,Yuba County,17.0
536396,1998,February,California,Del Norte County,13.6
536397,1998,February,California,San Mateo County,2.5
536398,1998,February,California,Mono County,5.9
536399,1998,February,California,Merced County,19.8
536400,1998,February,California,Santa Cruz County,10.3
536401,1998,February,California,Ventura County,5.5
536402,1998,February,California,Placer County,4.9
536403,1998,February,California,Inyo County,7.9
536404,1998,February,California,Stanislaus County,14.9
536405,1998,February,California,Orange County,2.8
536406,1998,February,California,Trinity County,19.4
536407,1998,February,California,Alpine County,5.9
536408,1998,February,California,Madera County,14.2
536409,1998,February,California,Imperial County,21.7
536410,1998,February,California,Kings County,18.2
536411,1998,February,California,Mariposa County,10.6
536412,1998,February,California,San Benito County,14.5
536413,1998,February,California,Lake County,11.6
536414,1998,February,California,El Dorado County,6.0
536415,1998,February,California,Solano County,6.5
536416,1998,February,California,Los Angeles County,6.4
536417,1998,February,California,San Diego County,3.5
536418,1998,February,California,Alameda County,4.1
536419,1998,February,California,Colusa County,33.5
536420,1998,February,California,Sierra County,18.0
536421,1998,February,California,Tehama County,11.1
536422,1998,February,California,Modoc County,17.1
536423,1998,February,California,Amador County,6.8
536424,1998,February,California,San Joaquin County,12.8
536425,1998,February,California,Siskiyou County,16.4
536426,1998,February,California,Riverside County,6.6
536427,1998,February,California,San Francisco County,3.6
536428,1998,February,California,San Bernardino County,5.7
536429,1998,February,California,Santa Clara County,2.9
536430,1998,February,California,Tulare County,17.4
536431,1998,February,California,Shasta County,11.7
536432,1998,February,California,Santa Barbara County,5.5
536433,1998,February,California,Monterey County,17.4
536434,1998,February,California,Tuolumne County,10.6
536435,1998,February,California,Sutter County,20.4
536436,1998,February,California,Butte County,10.3
536437,1998,February,California,Kern County,13.7
536438,1998,February,California,Napa County,5.1
536439,1998,February,California,Mendocino County,10.4
536440,1998,February,California,Plumas County,16.2
550488,1998,January,California,Humboldt County,9.2
550489,1998,January,California,Sonoma County,4.3
550490,1998,January,California,San Luis Obispo County,4.8
550491,1998,January,California,Glenn County,18.4
550492,1998,January,California,Nevada County,6.9
550493,1998,January,California,Yolo County,8.0
550494,1998,January,California,Sacramento County,5.9
550495,1998,January,California,Fresno County,16.7
550496,1998,January,California,Calaveras County,12.0
550497,1998,January,California,Marin County,2.7
550498,1998,January,California,Lassen County,13.6
550499,1998,January,California,Contra Costa County,4.2
550500,1998,January,California,Yuba County,17.0
550501,1998,January,California,Del Norte County,11.9
550502,1998,January,California,San Mateo County,2.6
550503,1998,January,California,Mono County,6.7
550504,1998,January,California,Merced County,19.1
550505,1998,January,California,Santa Cruz County,11.1
550506,1998,January,California,Ventura County,6.2
550507,1998,January,California,Placer County,5.2
550508,1998,January,California,Inyo County,8.5
550509,1998,January,California,Stanislaus County,14.5
550510,1998,January,California,Orange County,3.0
550511,1998,January,California,Trinity County,19.8
550512,1998,January,California,Alpine County,6.3
550513,1998,January,California,Madera County,15.0
550514,1998,January,California,Imperial County,24.0
550515,1998,January,California,Kings County,17.1
550516,1998,January,California,Mariposa County,11.5
550517,1998,January,California,San Benito County,13.9
550518,1998,January,California,Lake County,11.8
550519,1998,January,California,El Dorado County,6.3
550520,1998,January,California,Solano County,6.8
550521,1998,January,California,Los Angeles County,6.7
550522,1998,January,California,San Diego County,3.7
550523,1998,January,California,Alameda County,4.2
550524,1998,January,California,Colusa County,34.4
550525,1998,January,California,Sierra County,16.4
550526,1998,January,California,Tehama County,10.9
550527,1998,January,California,Modoc County,16.6
550528,1998,January,California,Amador County,7.4
550529,1998,January,California,San Joaquin County,12.9
550530,1998,January,California,Siskiyou County,16.5
550531,1998,January,California,Riverside County,6.7
550532,1998,January,California,San Francisco County,3.9
550533,1998,January,California,San Bernardino County,6.1
550534,1998,January,California,Santa Clara County,2.9
550535,1998,January,California,Tulare County,17.8
550536,1998,January,California,Shasta County,11.8
550537,1998,January,California,Santa Barbara County,5.8
550538,1998,January,California,Monterey County,18.4
550539,1998,January,California,Tuolumne County,10.8
550540,1998,January,California,Sutter County,18.4
550541,1998,January,California,Butte County,10.4
550542,1998,January,California,Kern County,13.7
550543,1998,January,California,Napa County,5.5
550544,1998,January,California,Mendocino County,10.9
550545,1998,January,California,Plumas County,15.9
564593,1998,July,California,Humboldt County,6.8
564594,1998,July,California,Sonoma County,3.4
564595,1998,July,California,San Luis Obispo County,4.3
564596,1998,July,California,Glenn County,13.5
564597,1998,July,California,Nevada County,5.6
564598,1998,July,California,Yolo County,4.8
564599,1998,July,California,Sacramento County,5.5
564600,1998,July,California,Fresno County,13.3
564601,1998,July,California,Calaveras County,8.2
564602,1998,July,California,Marin County,2.4
564603,1998,July,California,Lassen County,7.9
564604,1998,July,California,Contra Costa County,3.9
564605,1998,July,California,Yuba County,14.2
564606,1998,July,California,Del Norte County,10.5
564607,1998,July,California,San Mateo County,2.8
564608,1998,July,California,Mono County,8.6
564609,1998,July,California,Merced County,14.2
564610,1998,July,California,Santa Cruz County,5.6
564611,1998,July,California,Ventura County,5.8
564612,1998,July,California,Placer County,4.2
564613,1998,July,California,Inyo County,6.9
564614,1998,July,California,Stanislaus County,12.1
564615,1998,July,California,Orange County,3.2
564616,1998,July,California,Trinity County,10.9
564617,1998,July,California,Alpine County,15.6
564618,1998,July,California,Madera County,12.4
564619,1998,July,California,Imperial County,30.2
564620,1998,July,California,Kings County,12.8
564621,1998,July,California,Mariposa County,6.1
564622,1998,July,California,San Benito County,9.3
564623,1998,July,California,Lake County,9.3
564624,1998,July,California,El Dorado County,4.5
564625,1998,July,California,Solano County,5.7
564626,1998,July,California,Los Angeles County,7.2
564627,1998,July,California,San Diego County,3.9
