,Year,Month,State,County,Rate
570278,2002,February,California,Riverside County,6.1
570279,2002,February,California,San Francisco County,6.9
570280,2002,February,California,San Bernardino County,5.8
570281,2002,February,California,Santa Clara County,8.0
570282,2002,February,California,Tulare County,14.0
570283,2002,February,California,Shasta County,8.3
570284,2002,February,California,Santa Barbara County,5.4
570285,2002,February,California,Monterey County,12.9
570286,2002,February,California,Tuolumne County,7.4
570287,2002,February,California,Sutter County,13.2
570288,2002,February,California,Butte County,7.9
570289,2002,February,California,Kern County,11.0
570290,2002,February,California,Napa County,4.4
570291,2002,February,California,Mendocino County,8.1
570292,2002,February,California,Plumas County,12.7
584340,2002,January,California,Humboldt County,7.7
584341,2002,January,California,Sonoma County,5.1
584342,2002,January,California,San Luis Obispo County,4.7
584343,2002,January,California,Glenn County,11.9
584344,2002,January,California,Nevada County,5.7
584345,2002,January,California,Yolo County,7.1
584346,2002,January,California,Sacramento County,5.7
584347,2002,January,California,Fresno County,13.0
584348,2002,January,California,Calaveras County,7.1
584349,2002,January,California,Marin County,4.7
584350,2002,January,California,Lassen County,9.5
584351,2002,January,California,Contra Costa County,5.4
584352,2002,January,California,Yuba County,11.7
584353,2002,January,California,Del Norte County,10.3
584354,2002,January,California,San Mateo County,5.6
584355,2002,January,California,Mono County,4.7
584356,2002,January,California,Merced County,13.4
584357,2002,January,California,Santa Cruz County,9.2
584358,2002,January,California,Ventura County,6.0
584359,2002,January,California,Placer County,5.2
584360,2002,January,California,Inyo County,5.8
584361,2002,January,California,Stanislaus County,10.8
584362,2002,January,California,Orange County,4.9
584363,2002,January,California,Trinity County,13.0
584364,2002,January,California,Alpine County,5.7
584365,2002,January,California,Madera County,12.6
584366,2002,January,California,Imperial County,13.8
584367,2002,January,California,Kings County,13.8
584368,2002,January,California,Mariposa County,8.4
584369,2002,January,California,San Benito County,10.0
584370,2002,January,California,Lake County,9.4
584371,2002,January,California,El Dorado County,5.6
584372,2002,January,California,Solano County,6.0
584373,2002,January,California,Los Angeles County,7.1
584374,2002,January,California,San Diego County,5.1
584375,2002,January,California,Alameda County,6.7
584376,2002,January,California,Colusa County,21.8
584377,2002,January,California,Sierra County,12.0
584378,2002,January,California,Tehama County,8.2
584379,2002,January,California,Modoc County,10.5
584380,2002,January,California,Amador County,6.1
584381,2002,January,California,San Joaquin County,10.0
584382,2002,January,California,Siskiyou County,11.8
584383,2002,January,California,Riverside County,6.2
584384,2002,January,California,San Francisco County,7.2
584385,2002,January,California,San Bernardino County,6.0
584386,2002,January,California,Santa Clara County,8.1
584387,2002,January,California,Tulare County,14.1
584388,2002,January,California,Shasta County,8.6
584389,2002,January,California,Santa Barbara County,5.6
584390,2002,January,California,Monterey County,13.2
584391,2002,January,California,Tuolumne County,7.8
584392,2002,January,California,Sutter County,12.5
584393,2002,January,California,Butte County,8.4
584394,2002,January,California,Kern County,10.7
584395,2002,January,California,Napa County,5.2
584396,2002,January,California,Mendocino County,8.6
584397,2002,January,California,Plumas County,12.9
598445,2002,July,California,Humboldt County,6.5
598446,2002,July,California,Sonoma County,5.2
598447,2002,July,California,San Luis Obispo County,4.9
598448,2002,July,California,Glenn County,10.0
598449,2002,July,California,Nevada County,5.2
598450,2002,July,California,Yolo County,5.7
598451,2002,July,California,Sacramento County,6.0
598452,2002,July,California,Fresno County,10.4
598453,2002,July,California,Calaveras County,6.2
598454,2002,July,California,Marin County,5.1
598455,2002,July,California,Lassen County,6.9
598456,2002,July,California,Contra Costa County,6.1
598457,2002,July,California,Yuba County,9.4
598458,2002,July,California,Del Norte County,8.6
598459,2002,July,California,San Mateo County,5.9
598460,2002,July,California,Mono County,5.3
598461,2002,July,California,Merced County,9.9
598462,2002,July,California,Santa Cruz County,6.2
598463,2002,July,California,Ventura County,6.0
598464,2002,July,California,Placer County,5.0
598465,2002,July,California,Inyo County,5.4
598466,2002,July,California,Stanislaus County,9.1
598467,2002,July,California,Orange County,5.3
598468,2002,July,California,Trinity County,8.4
598469,2002,July,California,Alpine County,11.2
598470,2002,July,California,Madera County,9.9
598471,2002,July,California,Imperial County,17.5
598472,2002,July,California,Kings County,10.5
598473,2002,July,California,Mariposa County,5.3
598474,2002,July,California,San Benito County,7.0
598475,2002,July,California,Lake County,7.8
598476,2002,July,California,El Dorado County,5.1
598477,2002,July,California,Solano County,6.0
598478,2002,July,California,Los Angeles County,7.4
598479,2002,July,California,San Diego County,5.5
598480,2002,July,California,Alameda County,7.0
598481,2002,July,California,Colusa County,10.3
598482,2002,July,California,Sierra County,6.1
598483,2002,July,California,Tehama County,7.6
598484,2002,July,California,Modoc County,6.6
598485,2002,July,California,Amador County,5.7
598486,2002,July,California,San Joaquin County,8.6
598487,2002,July,California,Siskiyou County,7.4
598488,2002,July,California,Riverside County,7.2
598489,2002,July,California,San Francisco County,7.1
598490,2002,July,California,San Bernardino County,6.5
598491,2002,July,California,Santa Clara County,8.4
598492,2002,July,California,Tulare County,10.9
598493,2002,July,California,Shasta County,6.9
598494,2002,July,California,Santa Barbara County,4.9
598495,2002,July,California,Monterey County,6.6
598496,2002,July,California,Tuolumne County,6.2
598497,2002,July,California,Sutter County,9.7
598498,2002,July,California,Butte County,7.8
598499,2002,July,California,Kern County,9.2
598500,2002,July,California,Napa County,4.4
598501,2002,July,California,Mendocino County,6.1
598502,2002,July,California,Plumas County,6.2
587161,2002,June,California,Humboldt County,6.5
587162,2002,June,California,Sonoma County,5.1
587163,2002,June,California,San Luis Obispo County,4.7
587164,2002,June,California,Glenn County,9.7
587165,2002,June,California,Nevada County,5.4
587166,2002,June,California,Yolo County,5.6
587167,2002,June,California,Sacramento County,5.7
587168,2002,June,California,Fresno County,10.7
587169,2002,June,California,Calaveras County,6.2
587170,2002,June,California,Marin County,5.1
587171,2002,June,California,Lassen County,7.0
587172,2002,June,California,Contra Costa County,5.9
587173,2002,June,California,Yuba County,9.7
587174,2002,June,California,Del Norte County,8.3
587175,2002,June,California,San Mateo County,5.8
587176,2002,June,California,Mono County,5.9
587177,2002,June,California,Merced County,10.6
587178,2002,June,California,Santa Cruz County,6.2
587179,2002,June,California,Ventura County,5.5
587180,2002,June,California,Placer County,5.1
587181,2002,June,California,Inyo County,5.2
587182,2002,June,California,Stanislaus County,9.6
587183,2002,June,California,Orange County,5.2
587184,2002,June,California,Trinity County,9.0
587185,2002,June,California,Alpine County,10.9
587186,2002,June,California,Madera County,9.8
587187,2002,June,California,Imperial County,13.9
587188,2002,June,California,Kings County,11.6
587189,2002,June,California,Mariposa County,5.4
587190,2002,June,California,San Benito County,8.1
587191,2002,June,California,Lake County,7.6
587192,2002,June,California,El Dorado County,5.2
587193,2002,June,California,Solano County,5.9
587194,2002,June,California,Los Angeles County,7.0
587195,2002,June,California,San Diego County,5.3
587196,2002,June,California,Alameda County,6.9
587197,2002,June,California,Colusa County,11.1
587198,2002,June,California,Sierra County,7.0
587199,2002,June,California,Tehama County,7.1
587200,2002,June,California,Modoc County,6.3
587201,2002,June,California,Amador County,5.6
587202,2002,June,California,San Joaquin County,8.4
587203,2002,June,California,Siskiyou County,7.4
587204,2002,June,California,Riverside County,6.3
587205,2002,June,California,San Francisco County,7.1
587206,2002,June,California,San Bernardino County,6.2
587207,2002,June,California,Santa Clara County,8.4
587208,2002,June,California,Tulare County,10.7
587209,2002,June,California,Shasta County,6.8
587210,2002,June,California,Santa Barbara County,4.8
587211,2002,June,California,Monterey County,6.6
587212,2002,June,California,Tuolumne County,6.3
587213,2002,June,California,Sutter County,10.9
587214,2002,June,California,Butte County,7.6
587215,2002,June,California,Kern County,9.4
587216,2002,June,California,Napa County,4.3
587217,2002,June,California,Mendocino County,6.0
587218,2002,June,California,Plumas County,6.1
575877,2002,March,California,Humboldt County,7.5
575878,2002,March,California,Sonoma County,5.3
575879,2002,March,California,San Luis Obispo County,4.6
575880,2002,March,California,Glenn County,11.2
575881,2002,March,California,Nevada County,5.6
575882,2002,March,California,Yolo County,6.7
575883,2002,March,California,Sacramento County,5.6
575884,2002,March,California,Fresno County,13.6
575885,2002,March,California,Calaveras County,7.0
575886,2002,March,California,Marin County,4.9
575887,2002,March,California,Lassen County,9.9
575888,2002,March,California,Contra Costa County,5.6
575889,2002,March,California,Yuba County,11.5
575890,2002,March,California,Del Norte County,10.0
575891,2002,March,California,San Mateo County,5.7
575892,2002,March,California,Mono County,4.6
575893,2002,March,California,Merced County,13.4
575894,2002,March,California,Santa Cruz County,8.8
575895,2002,March,California,Ventura County,5.4
575896,2002,March,California,Placer County,5.0
575897,2002,March,California,Inyo County,5.7
575898,2002,March,California,Stanislaus County,10.9
575899,2002,March,California,Orange County,5.0
575900,2002,March,California,Trinity County,12.5
575901,2002,March,California,Alpine County,5.8
575902,2002,March,California,Madera County,12.6
575903,2002,March,California,Imperial County,11.6
575904,2002,March,California,Kings County,13.4
575905,2002,March,California,Mariposa County,7.5
575906,2002,March,California,San Benito County,10.3
575907,2002,March,California,Lake County,9.2
575908,2002,March,California,El Dorado County,5.5
575909,2002,March,California,Solano County,5.9
575910,2002,March,California,Los Angeles County,6.8
575911,2002,March,California,San Diego County,5.1
575912,2002,March,California,Alameda County,6.7
575913,2002,March,California,Colusa County,17.2
575914,2002,March,California,Sierra County,12.7
575915,2002,March,California,Tehama County,8.2
575916,2002,March,California,Modoc County,9.9
575917,2002,March,California,Amador County,6.1
575918,2002,March,California,San Joaquin County,9.7
575919,2002,March,California,Siskiyou County,11.1
575920,2002,March,California,Riverside County,6.1
575921,2002,March,California,San Francisco County,7.0
575922,2002,March,California,San Bernardino County,6.0
575923,2002,March,California,Santa Clara County,8.2
575924,2002,March,California,Tulare County,14.6
575925,2002,March,California,Shasta County,8.4
575926,2002,March,California,Santa Barbara County,5.6
575927,2002,March,California,Monterey County,12.2
575928,2002,March,California,Tuolumne County,7.6
575929,2002,March,California,Sutter County,13.4
575930,2002,March,California,Butte County,7.8
575931,2002,March,California,Kern County,11.6
575932,2002,March,California,Napa County,4.6
575933,2002,March,California,Mendocino County,8.1
575934,2002,March,California,Plumas County,12.6
581519,2002,May,California,Humboldt County,6.0
581520,2002,May,California,Sonoma County,4.6
581521,2002,May,California,San Luis Obispo County,3.9
581522,2002,May,California,Glenn County,8.7
581523,2002,May,California,Nevada County,4.9
581524,2002,May,California,Yolo County,5.0
581525,2002,May,California,Sacramento County,5.0
581526,2002,May,California,Fresno County,10.4
581527,2002,May,California,Calaveras County,5.8
581528,2002,May,California,Marin County,4.5
581529,2002,May,California,Lassen County,6.6
581530,2002,May,California,Contra Costa County,5.2
581531,2002,May,California,Yuba County,8.9
581532,2002,May,California,Del Norte County,7.5
581533,2002,May,California,San Mateo County,5.2
581534,2002,May,California,Mono County,5.4
581535,2002,May,California,Merced County,10.1
581536,2002,May,California,Santa Cruz County,6.1
581537,2002,May,California,Ventura County,4.8
581538,2002,May,California,Placer County,4.5
581539,2002,May,California,Inyo County,4.6
581540,2002,May,California,Stanislaus County,9.4
581541,2002,May,California,Orange County,4.6
581542,2002,May,California,Trinity County,8.8
581543,2002,May,California,Alpine County,12.0
581544,2002,May,California,Madera County,9.8
581545,2002,May,California,Imperial County,13.1
581546,2002,May,California,Kings County,10.8
581547,2002,May,California,Mariposa County,5.6
581548,2002,May,California,San Benito County,8.5
581549,2002,May,California,Lake County,7.1
581550,2002,May,California,El Dorado County,4.8
581551,2002,May,California,Solano County,5.2
581552,2002,May,California,Los Angeles County,6.6
581553,2002,May,California,San Diego County,4.6
581554,2002,May,California,Alameda County,6.2
581555,2002,May,California,Colusa County,10.6
581556,2002,May,California,Sierra County,7.2
581557,2002,May,California,Tehama County,6.7
581558,2002,May,California,Modoc County,6.7
581559,2002,May,California,Amador County,5.3
581560,2002,May,California,San Joaquin County,7.8
581561,2002,May,California,Siskiyou County,7.5
581562,2002,May,California,Riverside County,5.6
581563,2002,May,California,San Francisco County,6.4
581564,2002,May,California,San Bernardino County,5.5
581565,2002,May,California,Santa Clara County,7.8
581566,2002,May,California,Tulare County,9.9
581567,2002,May,California,Shasta County,6.2
581568,2002,May,California,Santa Barbara County,4.2
581569,2002,May,California,Monterey County,6.6
581570,2002,May,California,Tuolumne County,6.0
581571,2002,May,California,Sutter County,11.0
581572,2002,May,California,Butte County,6.7
581573,2002,May,California,Kern County,8.7
581574,2002,May,California,Napa County,3.7
581575,2002,May,California,Mendocino County,5.5
581576,2002,May,California,Plumas County,6.6
601266,2002,November,California,Humboldt County,6.9
601267,2002,November,California,Sonoma County,5.3
601268,2002,November,California,San Luis Obispo County,5.0
601269,2002,November,California,Glenn County,9.5
601270,2002,November,California,Nevada County,5.3
601271,2002,November,California,Yolo County,6.8
601272,2002,November,California,Sacramento County,5.8
601273,2002,November,California,Fresno County,12.6
601274,2002,November,California,Calaveras County,7.0
601275,2002,November,California,Marin County,4.9
601276,2002,November,California,Lassen County,7.9
601277,2002,November,California,Contra Costa County,6.0
601278,2002,November,California,Yuba County,9.3
601279,2002,November,California,Del Norte County,9.4
601280,2002,November,California,San Mateo County,5.8
601281,2002,November,California,Mono County,6.6
601282,2002,November,California,Merced County,11.4
601283,2002,November,California,Santa Cruz County,7.9
601284,2002,November,California,Ventura County,6.3
601285,2002,November,California,Placer County,5.0
601286,2002,November,California,Inyo County,5.9
601287,2002,November,California,Stanislaus County,10.2
601288,2002,November,California,Orange County,5.0
601289,2002,November,California,Trinity County,10.1
601290,2002,November,California,Alpine County,7.7
601291,2002,November,California,Madera County,11.6
601292,2002,November,California,Imperial County,16.4
601293,2002,November,California,Kings County,11.7
601294,2002,November,California,Mariposa County,7.5
601295,2002,November,California,San Benito County,10.0
601296,2002,November,California,Lake County,9.3
601297,2002,November,California,El Dorado County,5.5
601298,2002,November,California,Solano County,6.0
601299,2002,November,California,Los Angeles County,6.5
601300,2002,November,California,San Diego County,5.3
601301,2002,November,California,Alameda County,6.8
601302,2002,November,California,Colusa County,18.0
601303,2002,November,California,Sierra County,8.5
601304,2002,November,California,Tehama County,7.0
601305,2002,November,California,Modoc County,8.3
601306,2002,November,California,Amador County,6.0
601307,2002,November,California,San Joaquin County,9.5
601308,2002,November,California,Siskiyou County,9.5
601309,2002,November,California,Riverside County,6.7
601310,2002,November,California,San Francisco County,6.8
601311,2002,November,California,San Bernardino County,6.1
601312,2002,November,California,Santa Clara County,8.7
601313,2002,November,California,Tulare County,12.6
601314,2002,November,California,Shasta County,7.1
601315,2002,November,California,Santa Barbara County,5.6
601316,2002,November,California,Monterey County,8.9
601317,2002,November,California,Tuolumne County,6.5
601318,2002,November,California,Sutter County,12.1
601319,2002,November,California,Butte County,7.4
601320,2002,November,California,Kern County,10.0
601321,2002,November,California,Napa County,5.4
601322,2002,November,California,Mendocino County,7.0
601323,2002,November,California,Plumas County,8.8
573056,2002,October,California,Humboldt County,5.8
573057,2002,October,California,Sonoma County,4.9
573058,2002,October,California,San Luis Obispo County,4.7
573059,2002,October,California,Glenn County,7.0
573060,2002,October,California,Nevada County,4.9
573061,2002,October,California,Yolo County,5.1
573062,2002,October,California,Sacramento County,5.7
573063,2002,October,California,Fresno County,10.7
573064,2002,October,California,Calaveras County,6.1
573065,2002,October,California,Marin County,4.9
573066,2002,October,California,Lassen County,6.0
573067,2002,October,California,Contra Costa County,5.8
573068,2002,October,California,Yuba County,8.4
573069,2002,October,California,Del Norte County,7.5
573070,2002,October,California,San Mateo County,5.7
573071,2002,October,California,Mono County,5.5
573072,2002,October,California,Merced County,8.4
573073,2002,October,California,Santa Cruz County,6.2
573074,2002,October,California,Ventura County,5.8
573075,2002,October,California,Placer County,4.9
573076,2002,October,California,Inyo County,5.3
573077,2002,October,California,Stanislaus County,8.9
573078,2002,October,California,Orange County,4.9
573079,2002,October,California,Trinity County,7.8
573080,2002,October,California,Alpine County,7.7
573081,2002,October,California,Madera County,8.7
573082,2002,October,California,Imperial County,16.9
573083,2002,October,California,Kings County,10.9
573084,2002,October,California,Mariposa County,5.8
573085,2002,October,California,San Benito County,7.9
573086,2002,October,California,Lake County,7.9
573087,2002,October,California,El Dorado County,5.1
573088,2002,October,California,Solano County,5.6
573089,2002,October,California,Los Angeles County,6.3
573090,2002,October,California,San Diego County,5.2
573091,2002,October,California,Alameda County,6.7
573092,2002,October,California,Colusa County,10.5
573093,2002,October,California,Sierra County,6.2
573094,2002,October,California,Tehama County,6.0
573095,2002,October,California,Modoc County,6.1
573096,2002,October,California,Amador County,5.4
573097,2002,October,California,San Joaquin County,7.9
573098,2002,October,California,Siskiyou County,7.1
573099,2002,October,California,Riverside County,6.8
573100,2002,October,California,San Francisco County,6.8
573101,2002,October,California,San Bernardino County,6.0
573102,2002,October,California,Santa Clara County,8.6
573103,2002,October,California,Tulare County,10.8
573104,2002,October,California,Shasta County,6.2
573105,2002,October,California,Santa Barbara County,5.0
573106,2002,October,California,Monterey County,6.2
573107,2002,October,California,Tuolumne County,5.9
573108,2002,October,California,Sutter County,8.8
573109,2002,October,California,Butte County,6.4
573110,2002,October,California,Kern County,8.8
573111,2002,October,California,Napa County,4.2
573112,2002,October,California,Mendocino County,5.5
573113,2002,October,California,Plumas County,6.0
589982,2002,September,California,Humboldt County,5.7
589983,2002,September,California,Sonoma County,4.8
589984,2002,September,California,San Luis Obispo County,4.5
589985,2002,September,California,Glenn County,7.3
589986,2002,September,California,Nevada County,4.8
589987,2002,September,California,Yolo County,4.9
589988,2002,September,California,Sacramento County,5.6
589989,2002,September,California,Fresno County,8.9
589990,2002,September,California,Calaveras County,5.9
589991,2002,September,California,Marin County,4.8
589992,2002,September,California,Lassen County,6.1
589993,2002,September,California,Contra Costa County,5.7
589994,2002,September,California,Yuba County,8.2
589995,2002,September,California,Del Norte County,7.3
589996,2002,September,California,San Mateo County,5.6
589997,2002,September,California,Mono County,4.8
589998,2002,September,California,Merced County,7.8
589999,2002,September,California,Santa Cruz County,5.8
590000,2002,September,California,Ventura County,6.0
590001,2002,September,California,Placer County,4.7
590002,2002,September,California,Inyo County,4.9
590003,2002,September,California,Stanislaus County,7.6
590004,2002,September,California,Orange County,4.9
590005,2002,September,California,Trinity County,7.5
590006,2002,September,California,Alpine County,8.1
590007,2002,September,California,Madera County,7.6
590008,2002,September,California,Imperial County,17.3
590009,2002,September,California,Kings County,9.2
590010,2002,September,California,Mariposa County,4.9
590011,2002,September,California,San Benito County,6.5
590012,2002,September,California,Lake County,7.3
590013,2002,September,California,El Dorado County,4.9
590014,2002,September,California,Solano County,5.5
590015,2002,September,California,Los Angeles County,6.4
590016,2002,September,California,San Diego County,5.1
590017,2002,September,California,Alameda County,6.6
590018,2002,September,California,Colusa County,8.0
590019,2002,September,California,Sierra County,5.5
590020,2002,September,California,Tehama County,6.0
590021,2002,September,California,Modoc County,5.7
590022,2002,September,California,Amador County,5.4
590023,2002,September,California,San Joaquin County,7.4
590024,2002,September,California,Siskiyou County,6.9
590025,2002,September,California,Riverside County,6.7
590026,2002,September,California,San Francisco County,6.9
590027,2002,September,California,San Bernardino County,5.9
590028,2002,September,California,Santa Clara County,8.4
590029,2002,September,California,Tulare County,9.6
590030,2002,September,California,Shasta County,6.1
590031,2002,September,California,Santa Barbara County,4.9
590032,2002,September,California,Monterey County,6.0
590033,2002,September,California,Tuolumne County,5.7
590034,2002,September,California,Sutter County,7.7
590035,2002,September,California,Butte County,6.3
590036,2002,September,California,Kern County,8.1
590037,2002,September,California,Napa County,4.1
590038,2002,September,California,Mendocino County,5.2
590039,2002,September,California,Plumas County,5.3
626719,2003,April,California,Humboldt County,7.2
626720,2003,April,California,Sonoma County,5.4
626721,2003,April,California,San Luis Obispo County,4.5
626722,2003,April,California,Glenn County,10.1
626723,2003,April,California,Nevada County,5.6
626724,2003,April,California,Yolo County,6.2
626725,2003,April,California,Sacramento County,5.5
626726,2003,April,California,Fresno County,12.7
626727,2003,April,California,Calaveras County,7.8
626728,2003,April,California,Marin County,4.7
626729,2003,April,California,Lassen County,8.2
626730,2003,April,California,Contra Costa County,6.0
626731,2003,April,California,Yuba County,10.9
626732,2003,April,California,Del Norte County,8.8
626733,2003,April,California,San Mateo County,5.8
626734,2003,April,California,Mono County,4.1
626735,2003,April,California,Merced County,12.6
626736,2003,April,California,Santa Cruz County,8.3
626737,2003,April,California,Ventura County,5.2
626738,2003,April,California,Placer County,5.0
626739,2003,April,California,Inyo County,5.8
626740,2003,April,California,Stanislaus County,10.5
626741,2003,April,California,Orange County,4.6
626742,2003,April,California,Trinity County,11.9
626743,2003,April,California,Alpine County,6.8
626744,2003,April,California,Madera County,12.2
626745,2003,April,California,Imperial County,13.9
626746,2003,April,California,Kings County,12.7
626747,2003,April,California,Mariposa County,7.7
626748,2003,April,California,San Benito County,10.7
626749,2003,April,California,Lake County,9.1
626750,2003,April,California,El Dorado County,5.6
626751,2003,April,California,Solano County,6.2
626752,2003,April,California,Los Angeles County,6.6
626753,2003,April,California,San Diego County,5.1
626754,2003,April,California,Alameda County,6.8
626755,2003,April,California,Colusa County,13.5
626756,2003,April,California,Sierra County,12.3
626757,2003,April,California,Tehama County,7.8
626758,2003,April,California,Modoc County,9.2
626759,2003,April,California,Amador County,6.1
626760,2003,April,California,San Joaquin County,9.2
626761,2003,April,California,Siskiyou County,9.7
626762,2003,April,California,Riverside County,6.1
626763,2003,April,California,San Francisco County,6.7
626764,2003,April,California,San Bernardino County,6.1
626765,2003,April,California,Santa Clara County,8.4
626766,2003,April,California,Tulare County,12.4
626767,2003,April,California,Shasta County,7.6
626768,2003,April,California,Santa Barbara County,4.6
626769,2003,April,California,Monterey County,8.8
626770,2003,April,California,Tuolumne County,7.4
626771,2003,April,California,Sutter County,12.8
626772,2003,April,California,Butte County,7.4
626773,2003,April,California,Kern County,10.6
626774,2003,April,California,Napa County,4.7
626775,2003,April,California,Mendocino County,7.2
626776,2003,April,California,Plumas County,11.1
612550,2003,August,California,Humboldt County,6.4
612551,2003,August,California,Sonoma County,5.6
612552,2003,August,California,San Luis Obispo County,4.8
612553,2003,August,California,Glenn County,9.6
612554,2003,August,California,Nevada County,5.3
612555,2003,August,California,Yolo County,5.6
612556,2003,August,California,Sacramento County,6.0
612557,2003,August,California,Fresno County,9.6
612558,2003,August,California,Calaveras County,6.6
612559,2003,August,California,Marin County,5.1
612560,2003,August,California,Lassen County,6.7
612561,2003,August,California,Contra Costa County,6.2
612562,2003,August,California,Yuba County,10.0
612563,2003,August,California,Del Norte County,8.2
612564,2003,August,California,San Mateo County,5.9
612565,2003,August,California,Mono County,5.2
612566,2003,August,California,Merced County,9.1
612567,2003,August,California,Santa Cruz County,6.3
612568,2003,August,California,Ventura County,6.2
612569,2003,August,California,Placer County,5.0
612570,2003,August,California,Inyo County,5.5
612571,2003,August,California,Stanislaus County,8.3
612572,2003,August,California,Orange County,4.9
612573,2003,August,California,Trinity County,8.1
612574,2003,August,California,Alpine County,10.1
612575,2003,August,California,Madera County,8.4
612576,2003,August,California,Imperial County,18.7
612577,2003,August,California,Kings County,9.7
612578,2003,August,California,Mariposa County,5.2
612579,2003,August,California,San Benito County,7.8
612580,2003,August,California,Lake County,8.0
612581,2003,August,California,El Dorado County,5.2
612582,2003,August,California,Solano County,6.2
612583,2003,August,California,Los Angeles County,7.4
612584,2003,August,California,San Diego County,5.3
612585,2003,August,California,Alameda County,7.0
612586,2003,August,California,Colusa County,9.4
612587,2003,August,California,Sierra County,6.4
612588,2003,August,California,Tehama County,7.2
612589,2003,August,California,Modoc County,7.1
612590,2003,August,California,Amador County,5.9
612591,2003,August,California,San Joaquin County,8.5
612592,2003,August,California,Siskiyou County,7.9
612593,2003,August,California,Riverside County,7.1
612594,2003,August,California,San Francisco County,6.8
612595,2003,August,California,San Bernardino County,6.5
612596,2003,August,California,Santa Clara County,8.3
612597,2003,August,California,Tulare County,10.5
612598,2003,August,California,Shasta County,7.0
612599,2003,August,California,Santa Barbara County,4.8
612600,2003,August,California,Monterey County,6.4
612601,2003,August,California,Tuolumne County,6.5
612602,2003,August,California,Sutter County,8.1
612603,2003,August,California,Butte County,7.2
612604,2003,August,California,Kern County,9.0
612605,2003,August,California,Napa County,4.7
612606,2003,August,California,Mendocino County,6.1
612607,2003,August,California,Plumas County,7.0
629540,2003,December,California,Humboldt County,6.1
629541,2003,December,California,Sonoma County,4.9
629542,2003,December,California,San Luis Obispo County,4.3
629543,2003,December,California,Glenn County,10.2
629544,2003,December,California,Nevada County,5.3
629545,2003,December,California,Yolo County,6.6
629546,2003,December,California,Sacramento County,5.4
629547,2003,December,California,Fresno County,11.4
629548,2003,December,California,Calaveras County,7.0
629549,2003,December,California,Marin County,4.3
629550,2003,December,California,Lassen County,7.7
629551,2003,December,California,Contra Costa County,5.4
629552,2003,December,California,Yuba County,10.6
629553,2003,December,California,Del Norte County,7.7
629554,2003,December,California,San Mateo County,4.9
629555,2003,December,California,Mono County,4.4
629556,2003,December,California,Merced County,11.5
629557,2003,December,California,Santa Cruz County,8.0
629558,2003,December,California,Ventura County,5.5
629559,2003,December,California,Placer County,4.5
629560,2003,December,California,Inyo County,5.5
629561,2003,December,California,Stanislaus County,9.3
629562,2003,December,California,Orange County,4.1
629563,2003,December,California,Trinity County,11.5
629564,2003,December,California,Alpine County,6.5
629565,2003,December,California,Madera County,9.8
629566,2003,December,California,Imperial County,15.1
629567,2003,December,California,Kings County,11.4
629568,2003,December,California,Mariposa County,7.5
629569,2003,December,California,San Benito County,10.7
629570,2003,December,California,Lake County,9.8
629571,2003,December,California,El Dorado County,5.3
629572,2003,December,California,Solano County,5.8
629573,2003,December,California,Los Angeles County,6.3
629574,2003,December,California,San Diego County,4.5
629575,2003,December,California,Alameda County,5.9
629576,2003,December,California,Colusa County,18.8
629577,2003,December,California,Sierra County,10.7
629578,2003,December,California,Tehama County,7.2
629579,2003,December,California,Modoc County,9.2
629580,2003,December,California,Amador County,5.7
629581,2003,December,California,San Joaquin County,9.1
629582,2003,December,California,Siskiyou County,10.0
629583,2003,December,California,Riverside County,5.7
629584,2003,December,California,San Francisco County,5.6
629585,2003,December,California,San Bernardino County,5.5
629586,2003,December,California,Santa Clara County,6.9
629587,2003,December,California,Tulare County,12.8
629588,2003,December,California,Shasta County,7.6
629589,2003,December,California,Santa Barbara County,5.0
629590,2003,December,California,Monterey County,11.4
629591,2003,December,California,Tuolumne County,6.9
629592,2003,December,California,Sutter County,11.3
629593,2003,December,California,Butte County,7.5
629594,2003,December,California,Kern County,10.6
629595,2003,December,California,Napa County,5.1
629596,2003,December,California,Mendocino County,7.0
629597,2003,December,California,Plumas County,11.6
604087,2003,February,California,Humboldt County,7.6
604088,2003,February,California,Sonoma County,5.6
604089,2003,February,California,San Luis Obispo County,4.8
604090,2003,February,California,Glenn County,12.0
604091,2003,February,California,Nevada County,5.8
604092,2003,February,California,Yolo County,7.5
604093,2003,February,California,Sacramento County,5.9
604094,2003,February,California,Fresno County,14.2
604095,2003,February,California,Calaveras County,8.4
604096,2003,February,California,Marin County,4.9
604097,2003,February,California,Lassen County,9.6
604098,2003,February,California,Contra Costa County,6.1
604099,2003,February,California,Yuba County,11.8
604100,2003,February,California,Del Norte County,8.9
604101,2003,February,California,San Mateo County,5.9
604102,2003,February,California,Mono County,4.8
604103,2003,February,California,Merced County,14.2
604104,2003,February,California,Santa Cruz County,10.1
604105,2003,February,California,Ventura County,5.7
604106,2003,February,California,Placer County,5.2
604107,2003,February,California,Inyo County,6.4
604108,2003,February,California,Stanislaus County,11.1
604109,2003,February,California,Orange County,4.9
604110,2003,February,California,Trinity County,14.0
604111,2003,February,California,Alpine County,5.4
604112,2003,February,California,Madera County,12.2
604113,2003,February,California,Imperial County,12.4
604114,2003,February,California,Kings County,14.3
604115,2003,February,California,Mariposa County,9.1
604116,2003,February,California,San Benito County,11.9
604117,2003,February,California,Lake County,9.9
604118,2003,February,California,El Dorado County,5.9
